what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1401458709220
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1401458730073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1401458731913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458743945
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458745254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458746735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458748777
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458760108
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458762071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458763318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458773356
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401458774914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401459618049
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401459649174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401459650577
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1401459650873
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1401459653335
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1401459653335
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1401459653398
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1401459653445
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1401459653491
